url,title,price,area,address,description,source
https://phongtro123.com/chung-cu-thai-an-nguyen-van-qua-q12-110m2-3p-ngu-full-noi-that-9-5tr-pr697742.html,"Chung cư Thái An, Nguyễn Văn Quá, Q12: 110m2, 3p ngủ, full nội thất, 9,5tr",9500000,110.0,"Đường Nguyễn Văn Quá, Phường Đông Hưng Thuận, Quận 12, Hồ Chí Minh","Chung cư Thái An, Nguyễn Văn Quá, Q12: 110m2, 3p ngủ, full nội thất, 9,5tr Chung cư Thái An 1: 45 Nguyễn Văn Quá, P.Đông Hưng Thuận, Quận 12 Thuận tiện di chuyển quận Gò Vấp, Tân Bình, Hóc Môn, An Sương, hoắc ra Trường Chinh đều tiện Giá thuê: 9,5 triệu/tháng, cọc 2 tháng, HĐ 1 năm trở lên Diện tích 110m2, có tới 3p ngủ rộng, 2wc, ban công, loggia rộng Đầy đủ nội thất trong nhà như giường, tủ, tủ lạnh, máy giặt, tivi, máy lạnh Nhà có thể dọn vào ở liền được, đã tổng vệ sinh sạch sẽ Xem nhà giờ nào cũng được",phongtro123
https://phongtro123.com/chinh-chu-cho-thue-chdv-moi-xay-tai-van-phuc-city-thu-duc-pr697748.html,"Chính chủ cho thuê CHDV mới xây tại VẠN PHÚC City, Thủ Đức",7000000,40.0,"Thủ Đức, Hồ Chí Minh","Khai trương căn hộ mới xây, trong khu đô thị Vạn Phúc City Nhà mới xây - Full nội thất cao cấp Giờ giấc tự do - Không chung chủ Có thang máy di chuyển Giá thuê: Chỉ từ 7 triệu/tháng",phongtro123
https://phongtro123.com/phong-gac-cua-so-thoang-2-cho-ngu-gia-re-gan-cau-phu-my-kcx-tan-thuan-pr697740.html,"Phòng gác cửa sổ thoáng, 2 chỗ ngủ giá rẻ gần cầu Phú Mỹ, KCX Tân Thuận",4900000,30.0,"458 Đường Huỳnh Tấn Phát, Phường Bình Thuận, Quận 7, Hồ Chí Minh","PHÒNG GÁC 2 CHỖ NGỦ GIÁ RẺ, FULL NỘI THẤT CẠNH CẦU PHÚ MỸ Trống sẵn dọn vào ngay Ở được 4 người 4 xe Khu giặt chung Gần chợ Tân Mỹ, Lotte Mart, Phú Mỹ Hưng, đh TDT Liên hệ Luân: 0939.031.545 zalo/sms",phongtro123
https://phongtro123.com/ktx-cho-thue-theo-tuan-o-ngay-chi-tu-600k-tuan-ky-5-phut-pr697673.html,KTX CHO THUÊ THEO TUẦN – Ở NGAY – CHỈ TỪ 600K/tuần – KÝ 5 PHÚT,1750000,20.0,"33a Đường Ngô Quyền, Phường Hiệp Phú, Quận 9, Hồ Chí Minh","Bạn cần ở tạm 1 tuần – 2 tuần – 3 tuần – 30 ngày? Không muốn ký hợp đồng dài hạn? Muốn máy lạnh – an ninh – sạch sẽ – vào ở liền? ️ Bên mình có 3 cơ sở – giường trống có hạn – vào ở ngay. ________________________________________ GIÁ THUÊ NGẮN HẠN (THEO TUẦN) Hoàng Hữu Nam (147 Hoàng Hữu Nam, Tân Phú) – rẻ nhất • ⏱ 1 tuần: 600k • ⏱ 2 tuần: 1.000k • ⏱ 3 tuần: 1.450k • 30 ngày: 1.600k ________________________________________ Ngô Quyền (33A Ngô Quyền, Hiệp Phú) – cách ngã tư Thủ Đức 300m • ⏱ 1 tuần: 700k • ⏱ 2 tuần: 1.200k • ⏱ 3 tuần: 1.550k • 30 ngày: 1.750k ________________________________________ Nguyễn Văn Bá (419/4 Nguyễn Văn Bá, Trường Thọ) – ngay ga Metro Bình Thái • ⏱ 1 tuần: 750k • ⏱ 2 tuần: 1.300k • ⏱ 3 tuần: 1.700k • 30 ngày: 1.900k ________________________________________ TIỀN CỌC • 1 tuần → cọc 300k • 2–3 tuần & 30 ngày → cọc 500k Hoàn trả 100% khi trả phòng. ________________________________________ ️ TIỆN ÍCH ĐẦY ĐỦ • ️ Máy lạnh • Wifi mạnh • Locker riêng • Bếp nấu ăn • Camera 24/7 • Có người vệ sinh • Không chung chủ • Ký HĐ điện tử 5 phút • Vào ở ngay ________________________________________ 3 CƠ SỞ ĐANG CÓ GIƯỜNG TRỐNG • 147 Hoàng Hữu Nam – Tân Phú – gần Khu CNC • 33A Ngô Quyền – Hiệp Phú – gần ngã tư Thủ Đức • 419/4 Nguyễn Văn Bá – Trường Thọ – ga Metro Bình Thái ________________________________________ GIỮ GIƯỜNG NGAY – NHẮN TIN LÀ CÓ PHÒNG 0938 120 264 (Thế Anh) Nhắn trước để check phòng trống hôm nay. Hết là hết.",phongtro123
https://phongtro123.com/chdv-full-noi-that-ban-cong-cua-so-mat-tien-duong-ko-chung-chu-gio-giac-tu-do-24-24-gia-5tr-pr694942.html,"Phòng full nội thất, ban công - cửa sổ, mặt tiền đường, ko chung chủ, giờ giấc tự do 24/24. Giá 5tr",5000000,25.0,"Đường Phan Đình Phùng, Phường 2, Quận Phú Nhuận, Hồ Chí Minh","Phòng full nội thất, ban công - cửa sổ, mặt tiền đường Phan Đình Phùng Q. PHÚ NHUẬN giáp Q1, tự do 24/24, ko chung chủ DT: 1pn ( 25m2 ) - studio bếp tách phòng ( 38m2 ). Hình thật 100%. Giá 5tr- 5tr5 - 6tr Riêng biệt - ko chung chủ , tự do 24/24, camera an ninh, khoá vân tay, PCCC đầy đủ Full nội thất: máy lạnh, máy nước nóng, máy giặt, giường nệm, tủ lạnh, bàn ghế, bếp nấu ăn,.. Vị trí nối dài đường Hai Bà Trưng Q1 ( cách cầu Kiều ). Đường 2 chiều, kinh doanh sầm uất, đối diện chợ Phú Nhuận, cách chợ Tân Định Q1 ( 300m), gần phố ẩm thực Phan Xích Long Cách 2 phút qua Q1 ( qua cầu Kiệu ), 10p qua Q. Gò Vấp, 10p qua Q. Bình Thạnh, 5p qua Q3 ️ Lh: 0928161541 ( Mr Tiến ) chính chủ",phongtro123
https://phongtro123.com/chinh-chu-trong-phong-21m2-co-may-lanh-may-giat-va-quat-duong-so-10-phuong-an-khanh-quan-2-pr695786.html,"Chính chủ trống phòng 32m2, có máy lạnh, máy giặt, quạt, tủ lạnh, giường - đường số 10, An Khánh, Q2",5800000,32.0,"21 Đường số 10, Phường An Khánh, Quận 2, Hồ Chí Minh","Chính chủ trống phòng 32m2 ngay 21 đường số 10, Phường An Khánh, Quận 2 Vị trí trung tâm quận 2, thuận tiện di chuyển Phòng mới, sạch đẹp Phòng 210, Diện tích 32m2, có máy lạnh, máy giặt, quạt, tủ lạnh và giường Điện 4.000đ/ KW; nước 20k/m3; phí quản lý : 100k/ phòng, rác: 30k/ tháng; gửi xe: 100k/xe. Giá cho thuê: 5.800.000đ/ th; cọc 1 tháng, thanh toán từ ngày 01- 10 hàng tháng. Có chỗ nấu ăn, WC trong phòng Liên hệ chính chủ trao đổi trực tiếp",phongtro123
https://phongtro123.com/studio-tach-bep-lau-2-co-bancol-30m2-full-nt-cao-cap-free-xe-5-5tr-th-pr697749.html,"STUDIO TÁCH BẾP LẦU 2- CÓ BANCOL- 30M2- FULL NT CAO CẤP- FREE XE- 5,5TR/TH",5500000,30.0,"137/ Đường Trần Đình Xu, Phường Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh","CHO THUÊ STUDIO LẦU 2 - TÁCH BẾP- CÓ BANCOL- FREE XE- FULL NT ------- VỊ TRÍ: 137 TRẦN ĐÌNH XU, P NGUYỄN CƯ TRINH, QUẬN 1 DT: 30M2 CÓ SẴN NỘI THẤT CAO CẤP- FULL ĐỒ NỘI THẤT ----- KHU BẾP: CÓ SẴN KỆ CHÉN- BẾP TỪ- LÒ VI SÓNG- TỦ LẠNH PHÒNG TẮM: CÓ SẴN MÁY TẮM NÓNG LẠNH CÓ BƠM TRỢ LỰC CAO CẤP KHU NGỦ: BÀN LÀM VIỆC + BÀN TRANG ĐIỂM TỦ ÁO 3 CÁNH CỦA UMA - KỆ GIÀY- KỆ SÁCH NỆM DÀY 22CM CỦA KHÁCH SẠN 5 SAO CỰC ÊM TỐT CHO SƯƠNG SỐNG KHU GIẶT SẤY: MÁY GIẶT ELEXTROLUX- MÁY SẤY THÔNG HƠI CỦA ELEX FREE XE TRONG NHÀ- CỬA KHOÁ VÂN TAY - GIỜ TỰ DO ---- GIÁ: 5,5TR/TH",phongtro123
https://phongtro123.com/chung-cu-cong-hoa-garden-p-12-tb-50m2-day-du-nt-1p-ngu-10tr5-th-pr697746.html,"Chung cư Cộng Hoà Garden, P.12, TB: 50m2, đầy đủ NT, 1p ngủ, 10tr5/th.",10500000,50.0,"20 Đường Cộng Hòa, Phường 12, Quận Tân Bình, Hồ Chí Minh","Diện tích: 50m2. Thiết kế: 1 Phòng ngủ, 1 Tolet tiện nghi. Nhà đã trang bị đủ nội thất tiện nghi, khách chỉ cần mang valy vào ở. Căn hộ sẽ được vệ sinh sạch sẽ trước khi khách dọn vào. Giá cho thuê 10tr5/th. Cọc 2 tháng tiền nhà. Phí quản lý 12k/m2. Miễn phí hồ bơi và phòng Gym cho khách ở tại chung cư. Nhà sẵn, vô ở liền được. làm việc và ký trực tiếp với chủ nhà.",phongtro123
https://phongtro123.com/cho-thue-1-phong-ngu-ban-cong-moi-xay-35m2-full-noi-that-dang-thuy-tram-gan-dh-van-lang-pr696695.html,Cho Thuê 1 Phòng Ngủ - Ban Công Mới Xây 35m2 - Full Nội Thất - Đặng Thùy Trâm Gần ĐH Văn Lang,5000000,35.0,"Đường Bình Lợi, Phường 13, Quận Bình Thạnh, Hồ Chí Minh","Cho Thuê Căn Hộ Mới Xây - 1PN Tách Bếp - Ban Công - Cửa Sổ ( khách 1 người TL nhẹ ) Bình Lợi, Bình Thạnh - gần ĐH Văn Lang CS3 - Nhà full NT : giường nệm, máy giặt riêng, tủ lạnh, kệ bếp ... - Xung quanh có 3, 4 công viên, nhiều cửa hàng ăn uống, cửa hàng tiện lợi - Đường ô tô lớn, ko lo kẹt xe ️ Contact / Zalo : 0345654919 Gặp Sơn để được hỗ trợ và tư vấn nhé",phongtro123
https://phongtro123.com/chung-cu-central-91-pham-van-hai-tb-50m2-1p-ngu-full-nt-gia-11tr-th-pr697745.html,"Chung cư Central, 91 Phạm Văn Hai, TB: 50m2, 1p ngủ, full NT, giá 11tr/th",11000000,50.0,"91 Đường Phạm Văn Hai, Phường 3, Quận Tân Bình, Hồ Chí Minh","Chung cư Central, 91 Phạm Văn Hai, TB: 50m2, 1p ngủ, full NT, giá 11tr/th - Chung cư Central 91 Phạm Văn Hai, P3, Tân Bình đói diện chợ Phạm Văn Hai - Ở đây thuận tiện di chuyển các quận trung tâm, ra sân bay, đi chợ cũng khá tiện - Bàn giao nhà có đầy đủ nội thất, có thể nhận nhà ngay được - Diện tích 50m2, phí quản lí 5k/m2, xe 100k/chiếc - Giá thuê 11 triệu/tháng, cọc 2 tháng, HĐ 1 năm trở lên - Kết cấu 1p ngủ, 1wc, loggia rộng - Xem nhà chỉ cần gọi trước 30p là được",phongtro123
